PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NIVEL_ESTACAO;PRESSAO_ATMOSFERICA_MAX_HORA_ANT;PRESSAO_ATMOSFERICA_MIN_HORA_ANT;RADIACAO;TEMPERATURA_AR;TEMPERATURA_PONTO_ORVALHO;TEMPERATURA_MAXIMA_HORA_ANT;TEMPERATURA_MINIMA_HORA_ANT;TEMPERATURA_ORVALHO_MAX_HORA_ANT;TEMPERATURA_ORVALHO_MIN_HORA_ANT;UMIDADE_REL_MAX_HORA_ANT;UMIDADE_REL_MIN_HORA_ANT;UMIDADE_RELATIVA_AR_HORARIA;VENTO_DIRECAO_HORARIA;VENTO_RAJADA_MAXIMA;VENTO_VELOCIDADE_HORARIA;DATA_HORA
0.0;936.2;936.3;936.2;2768.3;28.2;20.0;28.2;25.0;21.2;19.2;74;60;61;108;3.9;1.4;1707742800.0
0.0;935.8;936.2;935.8;3450.5;29.6;18.3;30.2;27.4;20.8;18.1;64;49;50;57;4.8;2.1;1707746400.0
0.0;935.0;935.8;935.0;3131.6;30.4;17.6;30.7;29.2;20.5;16.8;56;45;47;92;5.4;1.6;1707750000.0
0.0;934.4;935.0;934.4;3640.0;30.9;16.6;31.7;30.3;19.0;15.4;50;38;42;72;5.8;2.0;1707753600.0
0.0;933.5;934.4;933.5;2303.6;30.8;17.8;32.0;28.3;20.6;15.7;63;38;46;52;5.1;1.3;1707757200.0
0.0;932.7;933.5;932.7;3082.2;31.8;16.1;32.7;30.8;18.8;15.2;49;34;39;72;5.8;1.4;1707760800.0
0.0;932.2;932.8;932.2;1745.5;31.6;17.3;32.8;30.5;18.0;15.6;45;37;42;79;5.7;2.4;1707764400.0
0.0;932.1;932.2;932.0;1464.8;30.3;16.6;32.2;30.3;17.6;15.9;44;38;44;74;5.9;2.0;1707768000.0
0.0;932.5;932.5;932.1;187.4;28.3;17.8;30.3;28.3;18.2;16.4;53;44;53;76;6.0;2.0;1707771600.0
0.0;933.2;933.2;932.5;17.0;26.6;18.6;28.3;26.6;18.7;17.8;62;53;62;63;4.8;1.0;1707775200.0
0.0;935.6;935.6;934.6;199.8;21.9;19.2;21.9;20.5;19.2;18.6;90;84;84;108;2.4;1.0;1707818400.0
0.0;935.8;935.8;935.6;987.7;24.8;19.4;24.9;21.9;19.8;18.7;84;71;72;144;2.4;1.2;1707822000.0
0.0;936.0;936.1;935.8;2247.6;29.6;18.4;29.7;25.2;20.1;17.8;73;49;51;87;4.9;1.9;1707825600.0
0.0;935.9;936.1;935.9;2856.7;30.5;17.5;30.6;29.2;18.7;16.9;52;44;46;103;5.8;2.9;1707829200.0
0.0;935.8;936.0;935.8;3259.6;31.6;17.7;31.7;30.2;18.2;16.7;47;42;44;94;5.8;2.5;1707832800.0
0.0;935.5;935.9;935.5;3469.4;31.9;16.5;32.3;30.8;18.5;16.1;47;38;40;67;5.4;1.9;1707836400.0
0.0;934.9;935.6;934.9;3529.8;32.4;15.7;33.2;31.8;17.5;14.2;42;33;37;192;4.2;0.8;1707840000.0
0.0;934.0;934.9;934.0;3620.2;33.6;14.7;34.5;32.4;18.4;13.7;42;30;32;8;4.3;1.2;1707843600.0
0.0;933.3;934.0;933.3;3011.6;34.5;14.6;34.8;32.8;15.6;13.5;34;30;30;121;4.9;1.5;1707847200.0
0.0;932.5;933.3;932.5;1964.9;33.2;15.5;34.8;32.1;17.0;13.7;37;30;35;166;4.4;1.4;1707850800.0
0.0;932.5;932.5;932.4;588.6;29.9;16.8;33.4;29.6;17.5;14.0;48;31;45;265;4.7;0.3;1707854400.0
0.0;932.5;932.5;932.3;546.7;29.7;18.0;31.8;29.7;18.2;16.0;49;42;49;312;2.8;0.2;1707858000.0
0.0;933.8;933.8;932.5;47.2;27.4;18.5;30.2;27.4;18.9;17.7;58;47;58;346;4.6;2.1;1707861600.0
0.0;935.4;935.4;934.7;225.1;21.2;19.0;21.2;19.8;19.1;18.2;91;87;87;344;0.6;0.0;1707904800.0
0.0;935.7;935.7;935.4;1056.9;24.3;18.7;24.6;21.2;19.7;18.2;87;70;71;161;1.0;0.1;1707908400.0
0.0;935.9;935.9;935.7;1902.0;29.2;17.9;29.2;24.6;20.2;17.8;70;51;51;43;3.3;1.0;1707912000.0
0.0;935.7;936.0;935.7;2704.8;29.9;18.0;30.3;28.6;19.2;16.4;54;47;49;353;4.3;1.8;1707915600.0
0.0;935.3;935.7;935.3;3244.1;32.1;19.1;32.2;29.7;19.7;17.0;51;42;46;310;4.0;1.1;1707919200.0
0.0;934.8;935.3;934.8;1481.0;30.0;17.8;32.1;29.6;19.4;16.4;50;41;48;340;3.4;0.7;1707922800.0
0.0;934.0;934.9;934.0;2472.3;32.8;15.8;33.2;29.9;20.1;14.8;53;35;36;234;3.3;0.4;1707926400.0
0.0;932.9;934.0;932.9;3724.6;34.1;15.3;34.5;32.6;19.1;13.8;43;32;33;117;3.5;1.3;1707930000.0
0.0;932.0;932.9;932.0;2103.1;33.1;15.8;34.1;32.3;17.0;13.8;40;31;35;345;3.5;0.9;1707933600.0
0.0;931.4;932.0;931.4;1821.0;33.9;16.0;34.5;31.4;17.4;13.7;43;30;34;300;3.4;0.3;1707937200.0
0.0;931.4;931.5;931.3;1465.7;33.2;16.0;34.5;31.5;18.6;15.1;41;33;36;273;4.5;1.0;1707940800.0
0.0;931.5;931.6;931.3;656.2;30.4;17.5;33.3;30.4;18.3;16.9;48;36;46;4;3.6;0.2;1707944400.0
0.0;932.1;932.1;931.5;55.9;28.8;18.9;30.4;28.8;18.9;17.6;55;46;55;352;1.9;0.0;1707948000.0
0.0;933.9;934.0;933.5;115.6;21.8;20.1;21.9;20.9;20.2;19.5;92;90;90;327;0.9;0.0;1707991200.0
0.0;934.6;934.6;934.0;550.9;24.1;20.4;24.1;21.8;21.4;20.1;90;80;80;277;1.2;0.2;1707994800.0
0.0;935.2;935.2;934.6;1040.0;26.3;20.8;26.3;24.1;21.4;19.9;81;70;72;254;1.5;0.2;1707998400.0
0.0;934.9;935.2;934.9;2623.2;29.1;20.8;29.1;26.1;21.2;19.7;72;60;61;283;2.1;0.1;1708002000.0
0.0;934.5;934.9;934.5;3126.8;31.2;17.9;31.5;28.8;22.0;17.7;63;45;45;22;1.7;0.2;1708005600.0
0.2;934.7;934.9;934.3;1817.8;23.9;19.8;32.6;23.8;19.8;15.2;78;35;78;234;9.3;2.2;1708009200.0
0.0;933.7;934.7;933.7;975.9;27.4;20.6;27.4;23.7;21.1;18.3;79;66;66;234;7.6;0.7;1708012800.0
0.0;932.9;933.7;932.9;1379.7;28.5;19.3;28.5;27.0;20.9;19.2;66;57;57;167;2.5;0.8;1708016400.0
0.0;932.2;932.9;932.0;2436.0;31.9;17.5;32.7;28.5;19.9;17.0;58;41;42;162;3.5;0.5;1708020000.0
0.0;932.3;932.5;932.1;915.0;25.4;17.6;32.5;25.4;19.1;17.1;62;42;62;263;9.3;1.3;1708023600.0
0.2;931.5;932.5;931.5;167.2;24.1;19.6;25.4;24.0;19.8;17.5;77;62;76;254;4.5;0.1;1708027200.0
0.0;931.6;931.6;931.3;217.6;24.9;20.0;24.9;23.9;20.4;19.2;79;73;74;353;2.5;0.3;1708030800.0
0.0;932.6;932.6;931.6;51.2;24.2;19.8;24.9;24.0;20.4;19.4;78;72;76;131;2.1;0.3;1708034400.0
0.0;934.3;934.3;933.9;55.0;21.5;20.2;21.5;21.2;20.2;19.9;92;92;92;332;1.0;0.0;1708077600.0
0.0;934.6;934.6;934.3;281.0;22.2;20.7;22.4;21.4;21.0;20.1;92;91;91;330;2.2;0.2;1708081200.0
0.0;934.4;934.6;934.4;764.4;24.2;21.1;24.2;22.2;21.3;20.3;91;81;82;77;2.6;0.6;1708084800.0
0.0;934.2;934.4;934.2;1209.7;25.9;21.1;26.0;24.2;21.8;20.2;82;72;75;257;2.0;0.3;1708088400.0
0.0;933.9;934.2;933.9;1823.4;27.6;19.8;28.0;25.8;21.7;19.8;76;62;62;355;2.5;0.4;1708092000.0
0.0;933.5;933.9;933.5;1561.8;28.0;20.4;29.0;27.6;21.0;18.9;67;57;63;318;2.6;0.7;1708095600.0
0.0;932.9;933.5;932.9;1435.1;29.1;20.2;29.2;27.9;21.4;19.4;67;58;58;16;2.6;0.8;1708099200.0
0.0;931.9;932.9;931.9;2310.3;31.4;20.8;31.4;28.9;21.4;18.1;61;49;54;282;2.9;1.1;1708102800.0
0.0;930.7;931.9;930.6;2485.5;31.8;18.6;32.0;30.1;21.2;17.5;56;44;45;258;5.1;1.1;1708106400.0
0.0;929.8;930.6;929.8;1905.3;31.9;18.6;32.8;30.4;19.2;16.2;50;40;46;233;6.5;1.9;1708110000.0
0.0;929.8;929.8;929.6;1238.7;30.1;17.1;32.2;30.1;18.7;15.3;47;38;46;241;5.9;1.0;1708113600.0
0.0;930.1;930.1;929.6;396.3;28.3;20.2;30.3;28.3;20.2;16.2;61;44;61;110;4.0;1.5;1708117200.0
0.0;930.7;930.7;930.1;7.6;26.7;20.0;28.3;26.7;20.4;20.0;67;61;67;124;3.7;0.5;1708120800.0
0.0;932.2;932.2;931.5;56.7;22.1;20.0;22.1;21.4;20.0;19.4;89;88;88;256;1.5;0.1;1708164000.0
0.0;933.3;933.3;932.2;296.9;23.4;20.0;23.4;22.1;20.4;19.6;88;80;82;181;1.3;0.3;1708167600.0
0.0;933.5;933.6;933.3;434.5;24.7;20.2;24.7;23.3;20.7;19.8;82;75;76;262;1.5;0.1;1708171200.0
0.0;933.4;933.5;933.3;725.7;25.6;20.2;25.6;24.7;20.7;19.4;76;70;72;187;1.6;0.2;1708174800.0
0.0;932.8;933.4;932.8;1736.7;27.3;19.5;27.4;25.6;21.0;19.2;72;62;62;109;2.4;0.8;1708178400.0
0.0;932.2;932.8;932.2;2662.9;28.8;21.0;29.2;27.1;21.0;19.3;66;57;62;284;3.0;1.0;1708182000.0
0.0;932.0;932.2;932.0;2311.2;28.8;20.3;30.0;28.0;21.9;19.2;65;55;60;289;5.0;1.4;1708185600.0
0.0;930.9;932.0;930.9;3259.2;30.3;21.1;30.7;28.7;21.8;19.1;64;52;58;295;7.3;1.9;1708189200.0
0.0;930.5;930.8;930.2;1363.6;24.8;19.1;30.6;24.8;21.7;19.1;70;54;70;323;9.5;3.0;1708192800.0
0.6;930.0;930.6;929.8;108.4;23.1;20.9;24.8;22.8;21.1;19.3;88;70;88;358;8.0;0.6;1708196400.0
0.4;929.4;930.1;929.3;112.4;23.6;21.7;23.7;23.0;21.8;20.9;89;87;89;340;1.8;0.8;1708200000.0
0.4;929.8;930.0;929.1;109.9;23.7;21.9;23.7;23.5;21.9;21.6;90;89;90;28;2.0;0.0;1708203600.0
0.2;930.0;930.1;929.8;6.8;23.5;21.9;23.7;23.4;22.0;21.8;91;90;91;326;1.8;0.4;1708207200.0
0.0;931.6;931.6;931.2;164.9;22.1;20.9;22.1;21.0;20.9;19.8;93;93;93;312;1.3;0.1;1708250400.0
0.0;932.0;932.1;931.7;801.2;24.1;21.6;24.1;22.1;22.3;20.8;93;86;86;319;3.3;0.9;1708254000.0
0.0;932.2;932.2;931.9;696.9;24.6;21.3;24.6;23.5;21.7;20.9;87;82;82;309;5.1;1.2;1708257600.0
0.0;932.4;932.5;932.2;1405.7;26.2;21.5;26.4;24.3;22.1;20.7;82;72;75;309;6.1;1.6;1708261200.0
0.0;932.3;932.4;932.3;1341.7;26.5;21.0;26.9;26.1;21.9;20.2;76;69;72;314;6.7;1.5;1708264800.0
0.0;932.0;932.3;932.0;993.0;26.1;20.7;26.9;25.9;21.5;20.1;74;69;72;287;6.2;1.3;1708268400.0
0.0;930.8;932.0;930.8;716.6;26.0;21.5;26.2;25.4;21.9;20.4;79;71;77;275;4.7;0.7;1708272000.0
0.0;929.7;930.8;929.7;2079.0;28.1;19.8;28.8;26.0;21.9;19.8;76;59;60;248;4.2;1.6;1708275600.0
0.0;928.0;929.7;928.0;2924.5;29.4;18.4;30.2;27.4;20.6;17.5;65;49;52;298;4.9;1.4;1708279200.0
0.0;927.7;928.0;927.5;2290.1;29.9;18.1;30.4;28.7;19.7;17.6;57;47;49;255;5.7;1.0;1708282800.0
0.0;928.1;928.1;927.7;794.5;27.9;18.6;29.9;27.9;19.3;17.7;60;49;57;275;4.5;0.8;1708286400.0
0.0;928.6;928.6;928.1;159.2;26.6;19.7;27.9;26.6;20.0;18.9;66;57;66;268;4.5;0.7;1708290000.0
0.0;929.2;929.2;928.6;5.3;24.5;19.1;26.7;24.3;19.8;17.0;72;60;72;354;5.1;1.2;1708293600.0
0.0;929.6;929.7;929.2;101.2;21.9;19.8;22.0;21.3;20.2;19.7;91;88;88;336;3.3;1.1;1708336800.0
0.0;930.5;930.6;929.6;754.7;24.0;20.0;24.2;21.9;20.5;19.8;88;78;78;329;3.7;1.0;1708340400.0
0.0;931.2;931.3;930.5;828.1;24.0;20.0;24.8;23.8;20.8;19.5;80;74;78;326;5.0;0.9;1708344000.0
0.0;931.1;931.3;931.1;1460.1;25.7;19.5;26.3;24.0;21.0;19.3;79;68;69;335;4.5;1.9;1708347600.0
0.0;930.9;931.2;930.9;2126.9;27.6;20.2;27.6;25.7;21.1;19.3;71;64;64;312;5.4;1.9;1708351200.0
0.0;930.0;930.9;930.0;1965.0;27.8;20.3;28.0;26.7;21.2;19.3;68;62;64;318;6.0;2.0;1708354800.0
0.0;928.9;930.0;928.9;2238.2;26.9;20.3;29.2;26.9;21.4;19.3;68;57;68;285;6.4;1.7;1708358400.0
4.2;927.9;928.9;927.6;1530.2;25.1;20.9;29.1;25.1;22.5;19.2;78;57;78;326;6.4;1.6;1708362000.0
1.4;926.8;927.9;926.8;2292.3;29.4;21.4;29.5;24.6;23.8;20.2;86;58;62;288;4.9;0.9;1708365600.0
0.0;926.5;926.7;926.4;1963.5;28.6;20.6;29.9;28.3;21.7;19.6;64;57;62;336;6.8;1.5;1708369200.0
0.0;926.3;926.6;926.3;621.4;27.6;20.0;28.6;27.6;20.9;19.7;66;60;63;325;5.7;2.0;1708372800.0
0.0;926.8;926.9;926.3;277.0;26.6;20.1;27.6;26.6;20.6;19.6;68;62;68;262;6.3;1.0;1708376400.0
0.0;927.6;927.6;926.8;45.4;25.5;20.1;26.6;25.5;20.3;19.8;72;66;72;284;6.6;0.8;1708380000.0
0.0;927.5;927.7;927.5;68.6;21.6;20.2;21.6;21.4;20.2;20.0;92;92;92;338;3.9;0.5;1708423200.0
0.0;928.1;928.1;927.5;570.7;23.3;21.2;23.4;21.6;21.4;20.2;92;88;88;317;3.2;0.5;1708426800.0
0.0;928.8;928.8;928.1;817.7;24.0;20.6;24.1;23.0;21.2;20.3;87;80;81;335;4.0;1.9;1708430400.0
0.0;928.7;929.1;928.7;815.3;24.8;20.4;24.9;23.9;20.9;20.3;82;76;76;314;4.7;1.6;1708434000.0
0.0;928.4;928.8;928.4;889.6;24.8;20.7;24.8;23.9;21.1;20.1;83;76;78;331;6.3;2.2;1708437600.0
0.0;927.9;928.4;927.9;1583.6;25.1;21.0;26.5;24.5;22.1;20.3;80;72;78;315;7.4;1.7;1708441200.0
0.0;927.0;927.9;927.0;1616.9;26.8;21.4;26.8;25.1;21.7;20.2;81;71;72;315;7.1;1.6;1708444800.0
0.0;926.1;927.0;926.1;1819.4;25.9;19.7;26.9;25.8;21.3;19.0;72;66;69;326;7.6;2.3;1708448400.0
0.0;925.5;926.1;925.4;2083.7;26.1;18.9;27.2;25.6;20.2;17.9;70;60;65;327;6.6;1.8;1708452000.0
0.0;925.2;925.5;925.2;1035.1;25.6;18.7;26.3;25.4;19.7;18.5;70;64;66;339;5.5;2.2;1708455600.0
0.0;925.5;925.7;925.2;871.3;25.1;19.1;26.1;25.1;19.4;18.2;69;63;69;352;5.8;1.6;1708459200.0
0.0;925.8;925.8;925.5;502.5;24.6;18.8;25.9;24.6;19.7;18.6;71;65;70;344;4.0;1.3;1708462800.0
0.0;926.0;926.2;925.8;43.1;23.8;19.2;24.6;23.8;19.5;18.9;76;70;76;4;3.4;0.2;1708466400.0
0.0;927.7;927.7;927.1;19.1;20.5;19.3;20.5;20.3;19.3;19.0;93;93;93;289;1.6;0.0;1708509600.0
1.0;928.6;928.6;927.7;261.3;21.3;20.1;21.3;20.5;20.1;19.3;93;93;93;323;2.0;0.2;1708513200.0
0.0;929.0;929.1;928.5;694.0;22.5;20.2;22.5;21.0;20.4;19.6;93;87;87;339;2.5;0.6;1708516800.0
0.0;929.3;929.3;929.0;1124.9;23.6;20.1;24.0;22.3;20.7;19.5;87;78;80;333;2.6;1.0;1708520400.0
0.0;928.8;929.3;928.8;2143.8;26.7;20.6;27.0;23.6;21.9;19.6;80;68;69;312;2.7;1.0;1708524000.0
0.0;928.2;928.8;928.1;1792.0;26.9;19.7;27.5;25.8;21.8;19.7;74;65;65;282;3.4;0.9;1708527600.0
0.0;927.4;928.2;927.4;2482.1;28.6;19.9;28.9;26.7;21.3;19.3;69;59;59;286;3.4;0.6;1708531200.0
0.0;926.6;927.4;926.6;1994.9;28.0;20.4;28.7;27.3;21.3;18.7;68;58;63;334;5.5;1.9;1708534800.0
0.0;925.4;926.5;925.4;3249.4;30.2;20.4;30.2;27.8;21.4;18.9;63;53;56;318;5.6;1.4;1708538400.0
0.0;924.4;925.4;924.4;2492.6;29.4;18.1;30.4;29.1;20.4;18.1;58;49;51;325;4.9;1.1;1708542000.0
0.0;924.4;924.5;924.3;695.3;28.4;19.0;29.4;27.5;20.3;18.0;63;51;57;344;3.6;0.9;1708545600.0
0.0;924.8;924.8;924.4;395.2;27.3;20.0;28.4;27.3;20.1;18.5;65;55;64;335;3.5;0.7;1708549200.0
0.0;925.6;925.6;924.8;64.0;25.5;20.4;27.3;25.5;20.4;19.7;73;63;73;282;3.3;0.3;1708552800.0
0.0;929.5;929.5;928.8;119.0;21.8;20.4;21.9;21.2;20.5;19.7;92;91;92;220;2.9;0.1;1708596000.0
0.0;930.1;930.1;929.5;384.2;23.1;20.4;23.1;21.8;20.9;20.2;92;84;84;328;3.1;1.3;1708599600.0
0.0;930.7;930.7;930.2;1290.9;25.4;20.4;25.5;23.1;21.8;20.0;84;74;74;313;4.8;2.0;1708603200.0
0.0;931.0;931.1;930.7;1790.0;26.9;20.5;26.9;24.9;21.0;19.4;76;66;68;318;5.0;1.3;1708606800.0
0.0;930.9;931.0;930.8;2820.5;29.7;20.4;29.7;26.9;20.6;18.9;69;56;58;326;4.8;1.3;1708610400.0
0.0;930.3;930.9;930.3;2625.2;28.9;19.5;29.8;28.6;21.3;18.2;61;51;57;282;4.9;0.7;1708614000.0
0.0;929.2;930.3;929.2;3434.5;29.8;16.5;31.0;28.9;20.6;16.4;61;43;45;284;4.8;1.5;1708617600.0
0.0;928.3;929.2;928.3;2824.2;31.6;18.6;31.9;29.7;20.0;16.0;54;41;46;262;6.3;0.9;1708621200.0
0.2;928.2;928.5;928.1;897.2;26.0;20.6;31.1;24.9;21.1;17.8;77;47;72;253;7.3;0.5;1708624800.0
0.0;927.6;928.2;927.6;1911.4;29.1;19.8;30.3;26.0;21.3;18.7;72;52;57;330;4.7;1.8;1708628400.0
0.0;927.6;927.7;927.5;1293.5;27.3;19.9;29.5;27.1;20.4;18.7;66;54;64;342;6.2;1.6;1708632000.0
0.0;927.8;927.8;927.4;494.7;26.2;20.2;27.6;26.2;20.4;18.6;70;59;69;338;5.5;1.0;1708635600.0
0.0;928.4;928.4;927.8;21.7;25.1;20.5;26.2;25.1;20.6;20.0;76;69;76;345;3.1;0.4;1708639200.0
0.0;932.6;932.6;931.8;55.9;23.2;20.9;23.2;22.7;20.9;20.7;89;86;87;332;3.5;0.6;1708682400.0
0.0;933.4;933.4;932.6;306.2;24.0;20.5;24.0;23.2;20.9;20.5;87;81;81;327;3.3;0.9;1708686000.0
0.0;934.1;934.1;933.4;1045.8;25.1;20.3;25.9;24.0;21.0;20.0;81;72;75;323;4.3;1.2;1708689600.0
0.0;934.0;934.1;933.9;1048.3;26.1;20.0;26.1;24.9;20.9;19.8;76;69;69;324;5.5;1.1;1708693200.0
0.0;933.9;934.2;933.9;1480.1;27.3;19.8;27.8;25.9;21.1;19.7;71;63;64;342;6.0;1.7;1708696800.0
0.0;933.4;933.9;933.3;2002.4;29.1;20.0;29.5;26.8;21.2;19.1;66;54;58;350;5.5;1.6;1708700400.0
0.0;932.4;933.4;932.4;2719.9;30.4;20.1;30.4;28.4;20.8;18.4;62;50;54;349;5.2;1.3;1708704000.0
0.0;932.1;932.4;931.8;2122.4;29.1;19.1;31.4;27.7;22.7;18.5;70;49;55;57;5.7;1.1;1708707600.0
6.2;931.6;932.3;931.6;376.9;23.2;20.4;29.1;23.0;20.9;19.0;86;55;84;181;8.5;1.8;1708711200.0
0.0;931.9;932.0;931.5;346.1;24.1;21.4;24.2;23.1;21.4;19.6;85;78;85;330;4.7;0.5;1708714800.0
1.2;931.2;932.0;931.1;96.8;23.3;21.4;24.1;23.3;22.0;21.4;89;85;89;349;2.2;0.4;1708718400.0
0.2;931.7;931.8;931.1;109.0;23.1;21.5;23.3;23.0;21.6;21.3;91;89;91;251;1.6;0.0;1708722000.0
0.0;932.0;932.0;931.7;17.2;23.1;21.7;23.1;23.0;21.7;21.5;92;91;92;4;0.6;0.1;1708725600.0
0.2;935.2;935.2;934.5;47.8;21.8;20.5;21.8;21.4;20.5;20.1;92;92;92;125;0.8;0.0;1708768800.0
0.0;935.9;935.9;935.2;353.2;22.8;20.8;22.8;21.8;20.9;20.5;92;88;88;184;1.3;0.2;1708772400.0
0.0;936.3;936.3;935.9;884.0;24.7;20.2;24.7;22.8;21.1;20.2;88;76;76;97;1.6;0.8;1708776000.0
0.0;936.5;936.5;936.3;2495.7;27.9;20.1;27.9;24.7;21.2;19.4;77;60;63;319;2.9;0.8;1708779600.0
0.0;936.2;936.5;936.2;3141.5;29.5;19.9;29.5;27.8;20.8;18.6;63;54;57;341;5.3;1.0;1708783200.0
0.0;935.6;936.2;935.6;3026.5;30.3;19.0;30.6;28.5;20.8;18.1;61;48;51;354;5.6;1.1;1708786800.0
0.0;934.7;935.6;934.7;3781.8;30.8;17.3;31.3;29.9;20.2;17.3;56;44;44;324;5.9;2.3;1708790400.0
0.0;933.9;934.7;933.9;3144.0;31.4;17.6;31.7;30.2;19.8;16.2;52;41;44;16;5.9;1.5;1708794000.0
0.0;933.2;933.9;933.2;2102.9;31.5;17.4;32.2;29.8;19.6;16.6;53;41;43;331;4.4;1.8;1708797600.0
0.0;932.3;933.2;932.3;2188.1;31.2;17.1;32.8;30.9;18.4;15.4;44;36;43;359;4.5;1.0;1708801200.0
0.0;932.4;932.9;932.1;1093.0;26.8;19.7;32.1;26.7;19.8;15.9;66;40;65;112;10.2;1.6;1708804800.0
0.0;932.7;932.7;932.3;214.4;25.9;19.9;27.2;25.7;20.0;19.1;70;63;70;86;5.5;0.7;1708808400.0
0.0;933.1;933.1;932.6;46.5;24.2;20.4;25.9;24.2;20.7;19.6;80;69;79;192;2.3;0.9;1708812000.0
0.0;936.4;936.4;935.8;147.0;20.8;19.3;20.8;19.3;19.3;18.0;93;91;91;104;2.1;1.1;1708855200.0
0.0;936.7;936.8;936.4;988.2;23.7;19.7;23.7;20.8;20.2;18.9;91;77;78;128;2.3;0.8;1708858800.0
0.0;936.9;937.0;936.7;1924.0;25.7;20.1;25.7;23.1;20.5;18.8;80;71;71;142;4.4;1.5;1708862400.0
0.0;936.6;936.9;936.6;2635.6;27.9;20.7;28.4;26.0;21.7;19.9;72;63;65;132;4.3;1.4;1708866000.0
0.0;936.1;936.6;936.1;3011.0;30.2;19.9;30.6;28.0;22.5;19.7;67;53;54;107;4.7;1.3;1708869600.0
0.0;935.6;936.1;935.6;2899.6;31.3;18.9;31.4;30.1;21.2;18.8;58;47;48;58;5.3;1.9;1708873200.0
0.0;934.7;935.6;934.7;3253.5;32.5;18.3;32.6;30.9;19.8;17.3;49;41;43;80;7.2;1.6;1708876800.0
0.0;933.7;934.7;933.7;3102.9;32.2;18.3;33.6;32.1;18.8;16.7;44;38;44;70;6.4;2.0;1708880400.0
0.0;933.4;933.7;933.4;987.4;28.2;21.0;33.0;27.6;22.3;17.2;72;41;65;169;6.8;1.4;1708884000.0
0.0;932.1;933.4;932.0;2496.4;33.1;18.2;33.4;28.4;21.4;17.0;66;39;41;118;4.6;1.6;1708887600.0
0.0;931.8;932.1;931.8;1374.2;32.5;18.3;33.3;31.8;18.7;16.6;44;39;43;135;4.2;0.8;1708891200.0
0.0;932.3;932.3;931.7;206.4;29.3;20.3;32.5;29.2;20.5;17.6;59;42;58;104;4.4;1.2;1708894800.0
0.2;932.8;932.9;932.3;8.7;25.5;19.1;29.3;25.2;21.1;19.1;74;57;68;124;7.8;1.1;1708898400.0
0.0;934.0;934.0;933.5;182.3;22.6;19.5;22.6;20.5;19.9;18.9;91;83;83;111;2.5;0.8;1708941600.0
0.0;934.5;934.5;934.0;1004.4;24.5;19.9;24.6;22.6;19.9;19.1;83;74;76;144;2.5;1.0;1708945200.0
0.0;934.9;935.0;934.5;1856.4;28.0;20.0;28.2;24.7;20.7;19.5;74;62;62;115;3.5;0.9;1708948800.0
0.0;934.9;935.0;934.8;2678.5;29.5;18.4;30.0;27.5;20.8;17.7;64;49;51;68;4.6;2.1;1708952400.0
0.0;934.6;934.9;934.6;3270.1;30.2;16.6;31.1;29.5;19.0;15.5;53;41;44;59;6.6;2.7;1708956000.0
0.0;934.1;934.6;934.1;3497.3;31.1;15.5;31.6;30.2;17.8;14.2;46;36;39;72;6.9;3.1;1708959600.0
0.0;933.5;934.1;933.5;3141.4;31.6;15.0;31.9;30.2;16.9;13.9;42;34;37;117;6.9;2.9;1708963200.0
0.0;932.7;933.5;932.7;3603.8;32.2;15.9;32.4;31.3;17.2;14.9;41;35;38;140;6.6;2.2;1708966800.0
0.0;931.9;932.7;931.9;2226.4;32.2;15.5;33.1;31.0;17.1;13.8;43;33;37;80;5.5;1.9;1708970400.0
0.0;931.2;931.9;931.2;2291.1;32.5;15.0;33.5;31.4;16.7;14.1;39;32;35;137;6.6;1.9;1708974000.0
0.0;930.8;931.2;930.8;1555.8;31.9;12.8;32.7;31.8;15.4;12.7;37;31;31;132;7.3;2.6;1708977600.0
0.0;930.8;930.8;930.7;194.8;30.3;12.6;31.9;30.3;13.1;11.8;34;31;34;122;6.1;1.9;1708981200.0
0.0;930.9;931.0;930.8;23.6;28.4;11.2;30.3;28.4;12.5;11.1;35;33;34;111;6.0;3.2;1708984800.0
0.0;932.6;932.6;932.1;70.7;19.0;15.9;19.0;18.4;16.0;15.8;85;82;82;116;2.2;0.8;1709028000.0
0.0;933.1;933.1;932.6;1041.1;24.2;17.2;24.2;19.0;17.2;15.6;82;63;65;134;2.3;0.7;1709031600.0
0.0;933.1;933.2;933.1;1989.2;27.9;17.6;28.5;24.3;18.7;16.1;65;52;53;159;2.1;0.5;1709035200.0
0.0;933.1;933.2;933.1;2211.0;29.1;15.8;30.0;27.8;18.5;15.2;55;43;45;82;6.2;2.2;1709038800.0
0.0;932.9;933.1;932.9;3051.8;30.1;16.8;30.5;29.1;17.0;14.8;46;39;45;71;5.8;2.3;1709042400.0
0.0;932.4;932.9;932.4;3559.2;30.8;13.1;31.5;30.1;17.8;13.1;47;34;34;75;6.6;3.2;1709046000.0
0.0;931.8;932.4;931.8;3828.0;31.6;13.6;32.1;30.8;15.6;12.6;38;32;34;59;6.9;2.5;1709049600.0
0.0;931.0;931.7;931.0;3483.6;32.4;13.7;33.3;31.6;15.0;11.9;37;29;32;36;6.4;1.3;1709053200.0
0.0;930.1;931.0;930.1;2780.0;32.9;14.0;33.3;31.1;15.5;12.6;37;29;32;85;5.6;2.1;1709056800.0
