PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NIVEL_ESTACAO;PRESSAO_ATMOSFERICA_MAX_HORA_ANT;PRESSAO_ATMOSFERICA_MIN_HORA_ANT;RADIACAO;TEMPERATURA_AR;TEMPERATURA_PONTO_ORVALHO;TEMPERATURA_MAXIMA_HORA_ANT;TEMPERATURA_MINIMA_HORA_ANT;TEMPERATURA_ORVALHO_MAX_HORA_ANT;TEMPERATURA_ORVALHO_MIN_HORA_ANT;UMIDADE_REL_MAX_HORA_ANT;UMIDADE_REL_MIN_HORA_ANT;UMIDADE_RELATIVA_AR_HORARIA;VENTO_DIRECAO_HORARIA;VENTO_RAJADA_MAXIMA;VENTO_VELOCIDADE_HORARIA;DATA_HORA
0.0;929.6;930.1;929.6;2034.2;33.3;13.7;33.5;31.3;14.6;12.1;35;29;31;65;5.2;1.1;1709060400.0
0.0;929.5;929.6;929.5;1501.7;32.7;13.3;33.7;32.1;15.0;12.5;34;29;31;101;3.9;1.9;1709064000.0
0.0;929.5;929.5;929.4;179.0;29.4;14.4;32.7;29.4;14.5;12.7;40;30;40;30;4.0;0.3;1709067600.0
0.0;929.9;929.9;929.5;18.6;27.1;15.6;29.4;27.1;15.6;14.1;49;40;49;355;1.6;0.0;1709071200.0
0.0;932.4;932.4;931.8;125.2;21.6;19.4;22.1;20.1;20.4;18.6;91;87;87;218;1.0;0.0;1709114400.0
0.0;932.9;932.9;932.4;993.0;24.6;19.1;24.6;21.5;20.5;18.8;87;71;71;302;1.9;0.8;1709118000.0
0.0;933.1;933.1;932.8;1896.1;28.2;19.6;28.2;24.7;19.8;18.3;72;57;60;309;3.1;0.9;1709121600.0
0.0;933.1;933.2;933.1;2663.4;29.7;17.2;30.1;28.2;20.1;17.2;60;47;47;351;4.8;1.9;1709125200.0
0.0;933.1;933.2;933.1;3216.8;31.2;17.2;31.5;29.7;19.4;16.1;51;40;43;316;4.2;1.1;1709128800.0
0.0;932.4;933.1;932.4;3254.9;31.3;17.2;32.5;30.9;18.9;15.8;47;37;43;333;4.0;1.1;1709132400.0
0.0;931.7;932.4;931.7;3297.6;32.4;15.5;33.5;31.2;18.8;14.2;48;32;36;341;5.0;1.3;1709136000.0
0.0;931.1;931.7;931.1;2151.0;33.0;16.0;33.3;31.5;18.4;14.3;45;34;36;325;5.2;1.0;1709139600.0
0.0;930.6;931.0;930.6;2992.6;33.1;16.6;33.9;32.4;18.2;14.3;42;31;37;327;4.6;1.7;1709143200.0
0.0;930.2;930.6;930.2;1349.9;33.1;15.8;33.3;31.1;17.4;14.1;44;33;35;338;4.0;1.4;1709146800.0
0.0;929.9;930.2;929.9;1589.5;33.0;15.3;33.8;32.6;16.6;14.7;37;32;34;334;3.7;1.2;1709150400.0
0.0;930.1;930.1;929.9;215.4;30.4;15.7;33.0;30.3;16.2;14.6;43;33;41;343;3.7;0.5;1709154000.0
0.0;930.5;930.5;930.1;30.9;28.8;16.4;30.4;28.7;16.7;15.3;48;40;47;345;3.2;1.0;1709157600.0
0.0;933.6;933.6;932.7;118.4;23.0;19.9;23.1;21.1;20.6;19.3;90;82;82;343;1.1;0.0;1709200800.0
0.0;934.1;934.1;933.6;961.2;26.3;19.1;26.6;23.0;21.2;19.1;82;64;65;317;1.5;0.3;1709204400.0
0.0;934.5;934.6;934.1;1828.4;28.8;19.4;29.0;26.2;21.0;18.7;65;56;57;282;2.1;0.6;1709208000.0
0.0;934.3;934.7;934.3;2571.1;31.4;18.9;31.7;28.7;21.2;18.6;60;47;48;321;2.8;0.6;1709211600.0
0.0;934.1;934.3;934.1;3244.0;32.5;18.9;33.1;31.2;20.8;17.3;54;41;44;336;3.5;1.0;1709215200.0
0.0;933.5;934.1;933.5;2046.6;31.6;19.4;33.1;31.4;20.8;17.5;50;42;48;181;4.2;0.6;1709218800.0
0.0;932.6;933.5;932.6;2294.8;33.2;18.2;33.3;31.2;20.2;16.5;51;38;41;281;3.2;0.2;1709222400.0
0.0;931.5;932.6;931.5;3221.2;32.8;15.9;34.6;32.8;20.0;15.4;46;33;36;218;2.9;0.7;1709226000.0
0.0;930.5;931.5;930.5;1705.1;34.2;19.4;34.4;31.4;19.4;16.1;48;34;42;237;3.0;0.7;1709229600.0
0.0;930.0;930.5;930.0;1368.6;33.5;16.9;34.8;32.3;19.3;15.1;45;32;37;164;4.7;0.4;1709233200.0
0.0;930.2;930.3;930.0;412.5;31.3;18.2;33.5;31.2;18.2;16.3;46;37;46;189;2.5;0.4;1709236800.0
0.0;929.9;930.3;929.9;249.7;30.4;17.3;32.2;30.2;18.6;17.0;49;42;45;170;2.6;0.4;1709240400.0
0.0;930.0;930.1;929.8;18.9;29.5;18.4;30.6;29.4;19.2;17.1;54;45;51;129;2.1;0.9;1709244000.0
0.0;932.7;932.7;931.9;105.9;22.7;21.1;22.7;22.0;21.1;20.5;91;91;91;209;0.0;0.0;1709287200.0
0.0;933.2;933.3;932.7;327.4;24.5;21.3;24.5;22.7;21.4;20.7;91;81;83;204;1.3;0.2;1709290800.0
0.0;934.2;934.3;933.2;1128.8;27.8;20.4;27.8;24.5;21.7;20.3;83;64;64;106;7.2;2.5;1709294400.0
0.0;934.2;934.4;934.2;1714.8;29.7;20.5;29.7;27.8;20.8;19.7;65;58;58;83;6.5;2.5;1709298000.0
0.0;933.5;934.2;933.5;2556.9;29.7;19.2;29.8;28.7;20.7;18.9;62;53;53;90;6.0;2.4;1709301600.0
0.0;933.2;933.6;933.2;2270.1;30.0;18.5;30.2;29.0;19.6;17.9;55;49;50;120;5.2;1.6;1709305200.0
0.0;932.3;933.2;932.3;2710.2;31.7;18.7;32.2;30.2;20.4;17.9;55;44;46;82;4.3;1.2;1709308800.0
0.0;931.3;932.3;931.3;1815.6;31.1;19.4;31.8;31.1;20.1;17.5;51;44;50;177;3.1;0.8;1709312400.0
0.0;930.1;931.3;930.1;2345.2;33.3;17.9;33.3;30.7;20.2;17.2;53;39;40;98;3.8;1.5;1709316000.0
0.0;929.5;930.1;929.5;2387.6;32.6;17.8;33.9;32.6;19.8;17.2;45;39;42;128;5.4;2.0;1709319600.0
0.0;929.0;929.5;928.9;990.7;31.7;17.4;32.7;31.7;19.3;17.3;47;42;43;144;5.1;1.5;1709323200.0
0.0;929.1;929.1;928.9;130.3;30.0;19.2;31.8;30.0;19.4;17.6;53;43;53;135;3.3;0.1;1709326800.0
0.0;929.4;929.4;929.0;5.2;27.2;20.8;30.0;27.2;21.1;19.4;69;53;68;290;1.3;0.1;1709330400.0
0.0;931.6;931.6;930.9;135.1;23.3;21.4;23.3;22.0;21.4;20.6;92;89;89;300;1.7;0.2;1709373600.0
0.0;932.2;932.2;931.6;919.5;26.2;21.4;26.3;23.3;21.9;21.0;89;75;75;332;2.3;0.8;1709377200.0
0.0;932.7;932.7;932.3;1757.0;29.0;21.7;29.1;26.3;22.3;20.9;76;65;65;294;3.5;0.7;1709380800.0
0.0;932.7;932.9;932.7;2376.6;30.5;21.2;31.0;28.6;23.2;20.9;69;57;58;279;4.2;1.1;1709384400.0
0.0;932.4;932.7;932.4;2504.7;30.8;21.1;32.5;30.5;22.6;20.2;62;51;56;252;3.4;0.6;1709388000.0
0.6;932.4;932.5;932.1;568.8;25.7;21.2;30.9;25.7;22.3;20.6;77;54;77;240;5.3;1.8;1709391600.0
0.2;930.9;932.4;930.8;327.4;24.7;19.9;25.6;24.5;21.3;19.6;81;73;75;268;5.6;0.3;1709395200.0
0.0;929.6;930.9;929.6;1540.8;31.1;20.1;31.1;24.7;21.2;19.1;75;51;52;106;2.4;1.2;1709398800.0
0.0;929.3;929.6;928.6;2054.4;27.9;19.2;32.6;27.9;21.1;18.0;62;44;59;298;6.2;1.9;1709402400.0
0.0;929.6;929.6;929.1;343.2;25.9;18.5;27.9;25.9;19.6;17.7;66;59;64;336;6.5;1.3;1709406000.0
0.0;928.2;929.7;928.1;349.8;26.5;19.9;26.5;25.9;20.0;18.5;67;63;67;339;4.7;0.6;1709409600.0
0.0;930.4;930.5;928.2;208.0;26.1;19.6;26.8;25.7;20.3;19.5;70;66;67;127;4.8;2.0;1709413200.0
0.0;930.3;930.6;930.2;11.8;24.5;17.6;26.2;24.2;19.6;17.5;67;64;65;128;5.2;0.5;1709416800.0
0.0;931.6;931.6;931.0;112.9;22.0;19.3;22.0;20.1;19.6;18.4;90;84;84;77;1.9;0.7;1709460000.0
0.0;932.3;932.3;931.6;759.0;24.3;19.2;24.6;22.0;19.7;18.8;84;73;73;158;1.9;0.3;1709463600.0
0.0;932.4;932.5;932.4;1529.8;27.0;18.6;27.5;24.0;20.4;18.6;77;60;60;94;2.4;0.4;1709467200.0
0.0;932.1;932.5;932.1;2567.4;28.6;19.0;29.1;27.0;21.4;18.7;65;55;56;195;2.6;1.0;1709470800.0
0.0;931.8;932.1;931.8;3077.0;31.6;18.2;32.0;28.6;20.3;17.0;58;44;45;121;3.9;1.5;1709474400.0
0.0;930.7;931.8;930.7;3422.8;31.5;18.6;32.6;30.8;20.7;17.7;50;42;46;202;4.0;1.5;1709478000.0
0.0;929.5;930.7;929.5;3318.2;32.9;18.7;33.1;31.3;19.8;16.6;49;39;43;205;4.0;1.5;1709481600.0
0.0;928.5;929.5;928.5;1336.3;31.3;18.8;33.9;31.2;20.1;17.3;51;39;48;125;4.1;1.2;1709485200.0
4.6;929.0;929.1;928.4;96.0;21.8;18.4;31.4;21.8;20.6;17.8;86;47;81;2;13.3;4.7;1709488800.0
2.0;928.8;929.1;928.8;111.2;22.7;21.0;22.7;21.7;21.0;18.5;90;81;90;315;12.6;1.1;1709492400.0
0.2;929.3;929.3;928.8;122.3;22.4;20.0;22.8;22.2;21.0;20.0;90;86;86;345;5.4;2.3;1709496000.0
0.0;929.4;929.5;929.2;115.5;22.7;20.0;23.0;22.4;20.2;19.7;86;82;85;339;6.0;2.3;1709499600.0
0.0;930.6;930.6;929.4;14.1;21.5;19.3;22.7;21.5;20.0;19.3;87;85;87;255;6.0;0.8;1709503200.0
0.0;932.5;932.5;932.0;129.0;21.0;19.1;21.0;19.9;19.1;18.4;91;89;89;88;1.7;0.7;1709546400.0
0.0;932.3;932.6;932.2;304.8;22.2;19.4;22.2;21.0;19.5;18.8;89;84;84;30;2.2;0.0;1709550000.0
0.0;932.8;932.8;932.3;1011.3;23.8;19.8;24.1;22.2;20.4;18.9;84;75;78;297;2.6;0.7;1709553600.0
0.0;933.3;933.4;932.9;1146.6;25.2;20.2;25.2;23.3;20.3;18.8;79;73;74;348;3.4;0.8;1709557200.0
0.0;933.6;933.6;933.3;1389.1;25.1;19.5;26.0;24.8;20.6;18.8;74;67;71;18;4.1;1.0;1709560800.0
0.0;933.3;933.6;933.3;724.7;25.6;20.4;25.6;24.8;20.4;19.1;74;68;73;338;2.8;0.8;1709564400.0
0.0;932.5;933.3;932.5;1595.9;26.8;20.5;27.4;25.3;20.5;18.9;73;62;68;332;3.8;1.4;1709568000.0
0.0;931.0;932.5;931.0;3258.3;29.2;19.3;29.5;26.8;21.4;18.9;68;55;55;305;5.1;1.2;1709571600.0
0.2;930.1;931.0;930.1;2918.1;29.5;18.7;30.4;28.7;20.6;18.2;59;51;52;324;4.5;1.7;1709575200.0
0.0;929.6;930.1;929.5;2282.6;29.6;19.5;30.3;29.0;20.0;17.9;57;50;55;330;5.7;1.6;1709578800.0
0.0;929.7;929.8;929.5;1590.0;29.1;18.2;30.7;29.1;20.2;17.1;58;45;52;348;5.2;1.9;1709582400.0
0.0;930.1;930.1;929.7;324.9;27.3;19.2;29.1;27.3;19.4;17.9;62;52;61;343;4.3;0.6;1709586000.0
0.0;930.4;930.4;929.9;27.5;25.6;18.8;27.3;25.6;19.7;18.5;66;61;66;359;5.9;1.7;1709589600.0
0.0;933.4;933.4;932.9;49.1;22.6;20.5;22.6;22.2;20.6;20.2;90;88;88;324;1.6;0.2;1709632800.0
0.0;934.0;934.0;933.4;460.5;24.3;20.1;24.3;22.6;20.7;19.9;88;77;78;332;3.1;1.4;1709636400.0
0.0;934.4;934.4;934.0;966.7;26.0;20.2;26.0;24.3;20.8;19.6;78;71;71;339;5.2;1.4;1709640000.0
0.0;934.6;934.6;934.4;2251.0;27.7;19.4;27.8;26.0;21.2;19.0;72;60;61;344;5.3;0.6;1709643600.0
0.0;934.0;934.6;934.0;2480.9;28.8;20.2;29.0;26.9;21.5;18.6;67;55;60;30;5.2;1.8;1709647200.0
0.0;933.1;934.0;933.1;3123.3;29.5;19.0;30.0;28.3;20.4;18.6;61;52;53;330;5.5;1.9;1709650800.0
0.0;932.1;933.1;932.1;3576.4;31.1;20.7;31.1;29.4;20.7;18.2;56;48;54;304;5.4;1.3;1709654400.0
0.0;931.0;932.1;931.0;2849.0;30.2;18.7;31.4;29.9;20.8;16.8;57;44;50;305;5.8;1.9;1709658000.0
0.0;930.5;931.0;930.4;2653.5;30.8;17.4;31.6;30.0;20.6;17.3;56;44;45;328;6.2;1.9;1709661600.0
0.0;930.0;930.5;929.9;1904.8;30.7;19.1;31.4;29.8;19.7;16.4;53;41;50;327;5.0;1.5;1709665200.0
0.0;929.7;930.1;929.6;1387.4;30.4;16.7;31.3;29.3;18.9;16.5;52;42;44;351;4.9;1.5;1709668800.0
0.0;929.9;929.9;929.5;444.5;28.9;18.1;30.4;28.9;18.4;16.8;53;43;52;350;4.3;1.2;1709672400.0
0.0;930.8;930.8;929.9;28.2;27.3;18.7;28.9;27.3;19.0;17.9;60;52;59;346;3.3;0.4;1709676000.0
0.0;932.4;932.4;932.1;98.7;23.2;21.1;23.2;22.8;21.1;20.8;89;88;88;115;2.2;0.7;1709719200.0
0.0;933.1;933.1;932.4;897.6;25.7;20.9;26.1;23.2;22.1;20.9;88;74;75;179;1.6;0.3;1709722800.0
0.0;933.5;933.5;933.1;2111.3;27.9;20.9;28.5;25.6;21.6;19.8;77;62;66;198;2.9;0.5;1709726400.0
0.0;934.2;934.2;933.6;1673.6;28.0;19.9;28.9;27.6;22.0;19.5;68;60;61;5;3.6;1.3;1709730000.0
0.0;933.8;934.2;933.8;2413.9;28.8;19.0;30.5;28.0;21.2;18.9;63;54;56;357;4.9;1.3;1709733600.0
0.0;933.0;933.8;933.0;2678.2;28.8;20.0;31.2;28.4;21.3;18.7;62;50;59;304;4.2;1.2;1709737200.0
0.0;931.7;933.0;931.7;1360.1;29.9;20.1;30.0;28.5;21.3;19.5;65;54;56;347;4.2;0.5;1709740800.0
0.0;931.0;931.7;931.0;2346.8;29.6;20.4;30.9;29.1;21.8;18.7;63;52;58;233;5.3;2.2;1709744400.0
1.6;931.2;931.3;931.0;313.0;23.4;19.6;29.8;23.4;20.7;18.6;80;54;80;31;7.1;1.5;1709748000.0
4.4;930.3;931.2;930.3;100.5;23.2;21.4;23.3;22.5;21.4;20.0;90;82;90;65;3.9;0.3;1709751600.0
0.0;930.1;930.3;930.0;170.7;23.7;21.6;23.7;23.2;21.8;21.5;90;88;88;88;2.4;0.8;1709755200.0
0.2;930.6;930.7;930.1;169.1;23.9;21.4;23.9;23.5;21.8;21.2;88;86;86;129;3.1;0.6;1709758800.0
0.0;930.9;931.0;930.6;21.7;23.1;21.5;23.9;23.0;21.5;21.1;90;86;90;87;2.2;0.4;1709762400.0
0.0;933.7;933.7;933.0;32.7;22.7;19.6;22.9;22.3;20.3;19.2;89;79;83;17;5.4;0.1;1709805600.0
0.0;934.5;934.5;933.7;176.2;23.2;19.5;23.2;22.5;19.7;19.0;84;78;80;70;2.4;0.3;1709809200.0
0.0;935.1;935.2;934.5;545.9;24.6;19.9;24.6;23.2;21.0;19.2;81;75;75;358;1.4;0.1;1709812800.0
0.0;935.6;935.7;935.1;897.7;26.3;20.8;26.3;24.6;21.1;19.8;80;71;72;166;2.1;0.9;1709816400.0
0.0;935.3;935.7;935.3;1718.6;27.6;21.4;28.0;26.3;22.3;20.6;75;69;69;137;2.2;1.2;1709820000.0
0.0;934.2;935.3;934.2;2533.4;30.9;21.3;31.2;27.5;22.9;20.9;71;55;56;70;3.3;1.0;1709823600.0
0.0;933.0;934.2;933.0;2641.2;30.5;20.3;32.1;29.8;22.3;18.6;61;47;55;324;3.7;0.2;1709827200.0
0.0;932.0;933.0;932.0;3318.8;31.5;22.0;31.8;30.2;22.7;19.6;60;51;57;271;5.3;1.6;1709830800.0
0.2;931.2;932.1;931.1;2908.3;31.4;19.5;32.4;31.0;21.4;18.1;54;44;49;280;4.4;1.5;1709834400.0
1.0;932.0;932.3;930.8;888.3;24.4;20.2;31.6;24.4;20.5;18.5;78;47;78;123;7.7;2.2;1709838000.0
0.8;932.0;932.0;930.9;44.6;23.6;21.9;24.4;23.3;21.9;20.4;90;78;90;28;6.4;0.1;1709841600.0
0.0;932.0;932.0;931.9;45.9;23.3;21.1;23.7;23.3;21.9;21.1;90;86;87;194;2.9;0.1;1709845200.0
0.0;932.0;932.0;931.6;0.9;23.1;21.5;23.5;23.1;21.6;21.2;90;87;90;73;1.1;0.0;1709848800.0
0.0;933.9;933.9;933.5;104.5;21.8;20.5;21.8;21.0;20.5;19.7;93;92;92;111;2.1;0.9;1709892000.0
0.0;934.7;934.7;933.9;476.6;22.7;20.6;23.1;21.7;21.4;20.3;92;86;88;118;2.2;0.9;1709895600.0
0.0;934.9;934.9;934.7;947.0;25.2;21.2;25.3;22.7;21.9;20.6;88;78;78;110;2.2;0.2;1709899200.0
0.0;934.8;935.0;934.8;2284.2;29.5;21.5;29.7;25.2;22.3;21.0;80;62;62;352;2.1;0.5;1709902800.0
0.0;934.4;934.8;934.4;2990.8;31.4;20.9;31.4;28.9;22.4;20.4;64;53;54;46;3.8;1.2;1709906400.0
0.0;933.6;934.4;933.6;3434.3;32.3;20.9;32.3;30.1;21.6;18.1;58;44;51;7;6.7;1.6;1709910000.0
0.0;932.6;933.6;932.5;2863.5;32.7;19.6;32.8;30.7;21.3;18.1;53;43;46;30;5.5;1.8;1709913600.0
0.0;931.5;932.5;931.5;3238.6;33.3;18.9;33.9;31.8;20.5;16.4;52;36;43;353;5.2;1.8;1709917200.0
0.0;930.5;931.6;930.5;2807.1;31.4;17.8;33.5;30.7;21.0;17.6;54;40;44;330;8.4;2.4;1709920800.0
0.0;930.1;930.5;930.0;2400.0;31.4;19.7;32.5;31.3;20.6;17.3;51;42;50;16;5.8;1.5;1709924400.0
0.0;930.3;930.4;930.0;1108.7;28.7;19.8;31.6;28.2;20.4;19.1;61;48;59;3;6.8;1.6;1709928000.0
0.0;930.6;930.6;930.2;331.2;28.5;19.7;28.7;28.1;20.3;19.4;63;58;59;237;3.5;0.0;1709931600.0
0.0;930.9;930.9;930.4;18.1;27.4;20.5;28.5;27.4;20.6;19.7;66;59;66;129;3.5;1.5;1709935200.0
0.0;932.8;932.8;932.4;130.3;23.1;21.8;23.1;22.4;21.8;21.1;93;92;92;216;1.3;0.0;1709978400.0
0.0;933.5;933.5;932.8;774.5;25.1;22.0;25.2;23.1;22.6;21.2;92;82;83;212;1.6;0.2;1709982000.0
0.0;933.5;933.6;933.3;1263.8;28.1;21.9;28.1;25.1;22.5;20.8;83;66;69;110;2.2;0.4;1709985600.0
0.0;933.6;933.7;933.4;2054.9;29.7;21.4;29.8;27.4;22.0;20.3;69;60;61;161;2.7;0.6;1709989200.0
0.0;933.4;933.6;933.4;2705.2;30.4;21.3;30.7;29.6;22.3;20.2;63;56;58;69;3.5;0.8;1709992800.0
0.0;932.7;933.4;932.7;3369.8;30.9;19.7;32.1;30.4;22.1;19.1;61;47;51;331;5.0;1.5;1709996400.0
0.0;931.8;932.7;931.8;2638.6;30.2;20.8;32.3;29.2;21.7;18.7;61;45;57;313;7.1;2.5;1710000000.0
0.0;930.9;931.8;930.9;2846.0;29.8;19.5;32.0;29.8;22.0;18.6;60;47;54;292;6.6;1.4;1710003600.0
0.0;930.6;931.2;930.6;340.2;27.0;19.4;29.6;27.0;20.7;19.0;65;53;63;259;5.9;0.9;1710007200.0
0.0;931.0;931.0;930.3;384.6;26.9;19.9;27.1;26.8;20.6;19.6;68;63;66;352;5.1;2.0;1710010800.0
0.0;929.9;931.0;929.7;467.9;26.7;21.0;27.1;26.6;21.0;19.9;71;65;71;326;5.1;0.3;1710014400.0
0.0;931.1;931.1;929.9;246.9;26.0;21.2;26.8;26.0;21.4;20.7;75;70;75;257;1.9;0.0;1710018000.0
0.0;931.1;931.2;930.9;8.0;25.1;21.2;26.0;25.1;21.3;20.8;79;74;79;353;2.9;0.3;1710021600.0
0.2;933.5;933.8;933.4;25.8;21.0;19.7;21.0;20.9;19.8;19.6;93;92;93;165;2.8;0.2;1710064800.0
0.6;934.3;934.3;933.5;92.0;21.3;20.0;21.3;21.0;20.0;19.8;93;93;93;338;1.6;0.3;1710068400.0
0.2;934.8;934.8;934.3;304.8;21.5;20.2;21.8;21.3;20.5;20.1;93;92;92;8;2.4;0.5;1710072000.0
1.2;934.8;935.1;934.8;492.3;22.1;20.5;22.3;21.5;20.8;20.0;92;91;91;350;2.8;0.7;1710075600.0
0.4;934.6;934.9;934.6;1219.1;23.7;21.7;23.9;22.1;22.0;20.5;91;88;88;302;3.2;0.4;1710079200.0
0.0;934.0;934.6;934.0;1868.7;25.9;20.6;25.9;23.6;22.5;20.0;89;71;73;283;4.0;0.9;1710082800.0
0.0;933.0;934.0;933.0;2273.3;27.2;20.1;27.6;25.9;21.2;18.9;73;62;66;174;3.1;0.4;1710086400.0
0.0;932.3;933.0;932.3;2830.5;28.7;19.5;28.9;27.1;20.9;19.0;66;56;58;324;2.7;0.9;1710090000.0
0.0;931.2;932.3;931.2;2529.4;29.1;18.0;31.0;28.7;21.0;17.8;61;49;51;62;3.5;0.7;1710093600.0
0.0;930.4;931.2;930.4;1402.6;30.4;20.3;30.4;28.2;20.5;18.1;61;51;55;280;2.4;0.7;1710097200.0
0.0;930.3;930.4;930.2;1294.2;28.3;19.1;30.5;28.3;20.4;17.5;57;48;57;305;2.6;0.2;1710100800.0
0.0;930.6;930.7;930.3;202.3;26.9;20.3;28.3;26.9;20.3;18.5;67;56;67;201;1.7;0.0;1710104400.0
0.0;931.0;931.1;930.6;12.7;26.4;20.7;26.9;26.2;20.7;19.6;71;66;71;120;2.4;0.9;1710108000.0
0.0;932.7;932.7;931.8;69.5;22.8;21.2;22.8;22.3;21.2;20.7;91;90;90;231;1.3;0.0;1710151200.0
0.0;933.6;933.6;932.7;304.9;24.2;21.3;24.2;22.8;21.5;21.1;90;84;84;245;1.1;0.0;1710154800.0
0.0;933.9;933.9;933.6;980.8;26.4;20.8;26.7;24.2;21.5;20.0;84;69;72;316;1.2;0.2;1710158400.0
0.0;934.2;934.2;933.9;1139.2;27.0;20.4;27.5;26.4;21.0;19.9;72;65;67;166;2.5;1.3;1710162000.0
0.0;933.9;934.2;933.9;1855.3;29.5;20.3;29.8;27.0;22.0;20.2;69;58;58;104;2.5;0.8;1710165600.0
0.0;933.3;933.9;933.2;2652.8;29.9;20.2;31.0;28.9;21.5;18.6;63;51;56;52;3.5;0.5;1710169200.0
0.0;932.1;933.3;932.1;3293.0;31.7;19.9;32.0;29.9;21.7;18.5;57;47;50;345;3.2;0.5;1710172800.0
0.0;931.3;932.1;931.3;3217.9;32.8;19.5;33.0;31.3;20.7;17.3;51;40;46;333;3.9;1.4;1710176400.0
0.0;930.6;931.3;930.6;2823.1;33.0;18.2;33.3;32.5;20.0;17.4;47;39;42;27;3.9;1.4;1710180000.0
0.0;929.8;930.5;929.8;1602.2;33.3;18.6;33.3;31.3;20.5;17.3;50;40;42;322;3.1;0.8;1710183600.0
0.0;929.7;929.8;929.7;1425.9;32.0;17.7;33.6;32.0;19.0;16.3;44;37;42;330;3.7;1.2;1710187200.0
0.0;930.2;930.3;929.7;252.0;30.1;19.1;32.0;30.1;19.5;17.6;53;42;52;344;4.6;0.5;1710190800.0
0.0;930.4;930.5;930.2;29.5;28.5;20.1;30.2;28.5;20.1;18.9;60;51;60;341;2.5;0.0;1710194400.0
0.0;933.4;933.4;932.7;46.7;22.9;21.6;22.9;22.5;21.7;21.3;93;93;93;170;1.2;0.2;1710237600.0
0.0;934.0;934.0;933.4;372.8;24.1;22.4;24.1;22.9;22.4;21.7;93;90;90;172;2.0;0.6;1710241200.0
0.0;934.3;934.3;934.0;1749.7;29.6;22.1;29.7;23.9;23.3;21.7;90;64;64;127;1.7;0.5;1710244800.0
0.0;934.4;934.5;934.2;2568.2;29.9;22.6;30.2;28.5;23.5;21.0;71;61;65;185;2.6;0.9;1710248400.0
0.0;934.2;934.5;934.2;3143.2;31.9;21.5;32.0;29.8;23.2;19.6;66;50;54;288;3.1;0.7;1710252000.0
0.0;933.5;934.2;933.5;2977.9;32.1;20.6;32.3;30.6;22.8;19.4;60;49;51;315;3.2;1.2;1710255600.0
0.0;932.4;933.5;932.4;3345.8;33.1;19.8;33.2;31.7;22.4;18.5;55;43;46;279;3.8;1.3;1710259200.0
0.0;931.4;932.4;931.4;1666.8;28.6;21.3;33.9;28.3;21.3;17.9;65;39;65;345;8.1;2.8;1710262800.0
0.0;930.9;931.6;930.9;1150.2;30.1;20.9;30.1;26.2;21.3;19.5;69;56;58;277;10.3;1.0;1710266400.0
0.0;930.5;931.1;930.5;1511.6;29.4;22.1;31.7;29.2;22.1;18.5;65;47;65;3;4.7;0.2;1710270000.0
0.0;931.1;931.1;930.5;440.2;27.7;20.8;29.4;27.7;22.3;20.7;69;62;66;255;4.3;0.4;1710273600.0
0.0;931.4;931.4;930.7;195.6;26.8;20.4;27.7;26.8;21.0;20.0;69;64;68;43;2.9;0.1;1710277200.0
0.0;931.9;931.9;931.1;9.7;26.6;21.0;26.8;26.0;21.2;20.4;73;68;71;103;2.2;0.3;1710280800.0
0.0;932.9;932.9;932.2;92.4;25.1;22.3;25.1;23.6;22.4;21.9;90;85;85;77;1.6;0.5;1710324000.0
0.0;934.0;934.0;932.9;684.0;26.9;21.4;27.3;25.1;22.7;20.9;85;70;72;350;2.4;0.4;1710327600.0
0.0;934.8;934.9;934.0;872.7;27.1;21.6;27.6;26.9;22.4;21.1;74;69;72;337;3.2;0.6;1710331200.0
0.0;934.7;934.9;934.7;935.2;28.4;22.5;28.4;27.0;22.5;21.2;73;66;70;274;2.5;0.4;1710334800.0
0.0;934.5;934.9;934.5;2015.2;29.8;21.9;30.4;28.5;23.5;21.3;71;61;63;262;5.7;1.7;1710338400.0
0.0;934.0;934.5;934.0;3219.8;29.8;21.8;30.7;29.4;24.2;21.5;71;60;62;275;5.7;1.9;1710342000.0
0.0;933.1;933.9;932.9;2124.7;27.7;20.4;31.5;27.7;23.6;19.6;66;57;64;297;5.8;0.8;1710345600.0
0.0;931.7;933.1;931.7;1464.4;29.2;20.9;29.7;27.7;21.6;19.9;67;58;61;350;4.5;1.5;1710349200.0
0.0;930.7;931.6;930.4;2558.1;31.1;21.2;31.1;28.9;22.5;20.1;65;53;56;333;4.4;1.5;1710352800.0
0.0;930.6;930.9;930.6;1337.3;30.0;20.9;31.4;30.0;22.0;20.3;61;52;58;353;4.6;1.3;1710356400.0
0.0;931.6;931.8;930.6;177.0;28.1;21.4;30.0;28.0;22.5;20.9;72;58;67;339;3.5;1.3;1710360000.0
0.0;932.6;932.6;931.4;96.0;26.9;18.9;28.1;26.9;22.0;18.8;72;61;62;232;5.6;2.6;1710363600.0
0.0;933.0;933.3;932.1;1.5;24.4;17.9;26.8;24.4;19.9;17.2;68;61;67;63;5.6;1.3;1710367200.0
0.0;933.5;933.5;932.9;94.4;21.7;20.0;21.8;21.5;20.3;19.8;92;90;90;185;2.3;0.7;1710410400.0
0.0;934.0;934.0;933.5;813.6;25.5;20.5;25.5;21.7;21.1;20.0;90;74;74;96;2.5;0.4;1710414000.0
